,document_id,extract_number,extract_text
10,CREC-2000-02-01-pt1-PgD42,1,"House Committee on Appropriations, Subcommittee on Legislative, on Members of Congress; Office of Compliance; CBO; Financial Managers Council; and outside witnesses, 9:30 a.m., H–144 Capitol. Committee on Education and the Workforce, Subcommittee on Early Childhood, Youth and Families and the Subcommittee on Postsecondary Education, Training, and Life-Long Learning, joint hearing on Federal Role in K–12 Mathematics Reform, 10:30 a.m., 2175 Rayburn. Committee on Government Reform, Subcommittee on National Economic Growth, Natural Resources and Regulatory Affairs, hearing on Kyoto and the Internet: The Energy Implications of the Digital Economy, 10 a.m., 2247 Rayburn. Subcommittee on National Security, Veterans’ Affairs and International Relations, hearing on Gulf War Veterans’ Illnesses: The Current Research Agenda, 10 a.m., 2154 Rayburn. Committee on International Relations, hearing on Changing American Diplomacy for the New Century, 10 a.m., 2118 Rayburn. Committee on the Judiciary, Subcommittee on the Constitution, to mark up H.R. 2372, Private Property Rights Implementation Act of 1999, 10 a.m., 2237 Rayburn. Committee on Resources, hearing on H.R. 3160, Common Sense Protections for Endangered Species Act, 11 a.m., 1324 Longworth. Committee on Ways and Means, to mark up H.R. 6, Marriage Tax Penalty Relief Act of 1999, 2 p.m., 1100 Longworth."
11,CREC-1996-09-17-pt1-PgD954,1,"Committee on Resources: Held an oversight hearing on Equal access to the courts under the Endangered Species Act as well as a hearing on H.R. 3826, Citizen’s Fair Housing Act of 1996. Testimony was heard from John Leshy, Solicitor, Department of the Interior; John Torgerson, Senator, State of Alaska; and public witnesses."
12,CREC-1996-09-16-pt1-PgD946-2,1,"House Committee on Government Reform and Oversight, Subcommittee on Civil Service, hearing on Fire Fighter Pay and Benefits, 2 p.m., 2154 Rayburn. Subcommittee on National Economic Growth, Natural Resource, and Regulatory Affairs, to consider the issuance of subpoenas for documents relating to the White House DataBase, 3 p.m., 2247 Rayburn. Subcommittee on Postal Service, hearing on H.R. 3717, Postal Reform Act of 1996, 1 p.m., 311 Cannon. Committee on International Relations, to mark up the following measures: H. Con. Res. 132, relating to the extradition of Martin Pang from Brazil to the United States; H. Con. Res. 145, concerning the removal of Russian Armed Forces from Moldova; H. Con. Res. 189, expressing the sense of the Congress regarding the importance of U.S. membership in regional South Pacific organizations; H. Res. 515, expressing the sense of the House of Representatives with respect to the persecution of Christians worldwide; H. Con. Res. 212, endorsing the adoption by the European Parliament of a resolution supporting the Republic of China on Taiwan’s efforts at joining the community of nations; and H. Con. Res. 51, expressing the sense of the Congress relating to the removal of Russian troops from Kaliningrad, 3 p.m., 2172 Rayburn. Committee on National Security, Subcommittee on Military Personnel, hearing on POW/MIA issues, 12 p.m., 2118 Rayburn. Committee on Resources, oversight hearing on Equal access to the courts under the Endangered Species Act and a hearing on H.R. 3862, Citizen’s Fair Housing Act of 1996, 2 p.m., 1324 Longworth. Committee on Rules, hearing on H.R. 3024, United States-Puerto Rico Political Status Act, 1 p.m., and to consider the following: Conference Report to accompany H.R. 3675, making appropriations for the Department of Transportation and related agencies for the fiscal year"
13,CREC-2016-04-20-pt1-PgD410-2,1,"Frm 00008 Fmt 0627 Brownfields Program: Empowering Cleanup and Encouraging Economic Redevelopment’’, 10 a.m., 2123 Rayburn. Committee on Financial Services, Subcommittee on Capital Markets and Government Sponsored Enterprises, hearing entitled ‘‘Continued Oversight of the SEC’s Offices and Divisions’’, 9:15 a.m., 2128 Rayburn. Committee on Oversight and Government Reform, Subcommittee on the Interior; and Subcommittee on Healthcare, Benefits and Administrative Rules, joint hearing entitled ‘‘Barriers to Endangered Species Act Delisting, Part II’’, 9 a.m., 2154 Rayburn."
14,CREC-1999-05-26-pt1-PgD596,1,"(Committee meetings are open unless otherwise indicated) Senate Committee on Agriculture, Nutrition, and Forestry: to hold hearings on S.935, to amend the National Agricultural Research, Extension, and Teaching Policy Act of 1977 to authorize research to promote the conversion of biomass into biobased industrial products, 9:30 a.m., SR–328A. Committee on Appropriations: business meeting to mark up proposed legislation making appropriations for fiscal year 2000 for Energy and Water Development programs, and to mark up proposed legislation making appropriations for fiscal year 2000 for the Department of Transportation and related agencies, 9:30 a.m., SD–106. Committee on Commerce, Science, and Transportation: to hold hearings on S.761, to regulate interstate commerce by electronic means by permitting and encouraging the continued expansion of electronic commerce through the operation of free market forces, 10 a.m., SR–253. Committee on Energy and Natural Resources: to hold hearings on the nomination of David L. Goldwyn, of the District of Columbia to be an Assistant Secretary of Energy (International Affairs); and the nomination of James B. Lewis, of New Mexico, to be Director of the Office of Minority Economic Impact, Department of Energy, 10 a.m., SD–366. Subcommittee on Water and Power, to hold hearings on S. 623, to amend Public Law 89–108 to increase authorization levels for State and Indian tribal, municipal, rural, and industrial water supplies, to meet current and future water quantity and quality needs of the Red River Valley, to deauthorize certain project features and irrigation service areas, to enhance natural resources and fish and wildlife habitat; S. 244, to authorize the construction of the Lewis and Clark Rural Water System and to authorize assistance to the Lewis and Clark Rural Water System, Inc., a nonprofit corporation, for the planning and construction of the water supply system; S. 769, to provide a final settlement on certain debt owed by the city of Dickinson, North Dakota, for the construction of the bascule gates on the Dickinson Dam; S. 1027, to reauthorize the participation of the Bureau of Reclamation in the Deschutes Resources Conservancy; and H.R. 459, to extend the deadline under the Federal Power Act for FERC Project No. 9401, the Mt. Hope Waterpower Project, 2 p.m., SD–366. Committee on Environment and Public Works: Subcommittee on Fisheries, Wildlife, and Drinking Water, to hold hearings on S. 1100, to amend the Endangered Species Act of 1973 to provide that the designation of critical habitat for endangered and threatened species be required as part of the development of recovery plans for those species, 10:30 a.m., SD–406."
15,CREC-2018-07-18-pt1-PgD833,1,"Public Bills and Resolutions Introduced: 23 public bills, H.R. 6414–6436; and 1 resolution, H. Res. 1003 were introduced. Pages H6556–58 Additional Cosponsors: Pages H6558–59 Reports Filed: Reports were filed today as follows: H. Res. 982, resolution of inquiry requesting the President, and directing the Secretary of Health and Human Services, to transmit, respectively, certain information to the House of Representatives referring to the separation of children from their parents or guardians as a result of the President’s ‘‘zero tolerance’’ policy (H. Rept. 115–835); H.R. 2345, to require the Federal Communications Commission to study the feasibility of designating a simple, easy-to-remember dialing code to be used for a national suicide prevention and mental health crisis hotline system, with an amendment (H. Rept. 115–836); H.R. 4881, to require the Federal Communications Commission to establish a task force for meeting the connectivity and technology needs of precision agriculture in the United States, with amendments (H. Rept. 115–837); H.R. 3916, to amend the Endangered Species Act of 1973 to vest in the Secretary of the Interior functions under that Act with respect to species of fish that spawn in fresh or estuarine waters and migrate to ocean waters, and species of fish that spawn in ocean waters and migrate to fresh water, with an amendment (H. Rept. 115–838); H.R. 577, to designate a peak in the State of Nevada as Maude Frazier Mountain (H. Rept. 115–839); H.R. 3045, to amend the National Trails System Act to extend the Lewis and Clark National Historic Trail, and for other purposes, with an amendment (H. Rept. 115–840);"
16,CREC-2018-07-18-pt1-PgD833,2,"the Social Cost of Carbon rule (by a recorded vote of 215 ayes to 199 noes, Roll No. 347); Pages H6503–04, H6543–44 McMorris Rodgers amendment (No. 46 printed in H. Rept. 115–830) that limits funding for the implementation of Washington State’s revised water quality standard (by a recorded vote of 227 ayes to 185 noes, Roll No. 348); Pages H6505–06, H6544–45 Lamborn amendment (No. 48 printed in H. Rept. 115–830) that prohibits the use of funds to implement or enforce the threatened species listing of the Preble’s meadow jumping mouse under the Endangered Species Act (by a recorded vote of 213 ayes to 202 noes, Roll No. 349); Pages H6507–08, H6545 Lamborn amendment (No. 49 printed in H. Rept. 115–830) that prohibits the use of funds to implement or enforce the threatened species or endangered species listing of any plant or wildlife that has not undergone a review as required by section 4(c)(2) of the Endangered Species Act of 1973 (by a recorded vote of 213 ayes to 201 noes, Roll No. 350); Pages H6508–09. H6545–46 Goodlatte amendment (No. 50 printed in H. Rept. 115–830) that prohibits the Environmental Protection Agency from using any funds to take retaliatory, or EPA described ‘‘backstop’’ actions, against any of the six states in the Chesapeake Bay Watershed in the event that a state does not meet the goals mandated by the EPA’s Chesapeake Bay Total Maximum Daily Load (by a recorded vote of 213 ayes to 202 noes, Roll No. 351); Pages H6509–10, H6546–47 Pearce amendment (No. 62 printed in H. Rept. 115–830) that prevents funds from being used to carry out any rule-making on the status of the Lesser Prairie Chicken (by a recorded vote of 216 ayes to 199 noes, Roll No. 354); Pages H6518–19, H6548–49 Smith (MO) amendment (No. 70 printed in H. Rept. 115–830) that prevents the payment of attorney’s fees as part of any settlement the Federal Government enters into under the Clean Air Act, the Clean Water Act, and the Endangered Species Act (by a recorded vote of 215 ayes to 199 noes, Roll No. 357); Pages H6529–30, H6550–51 Palmer amendment (No. 83 printed in H. Rept. 115–830) that prohibits funds from being used to carry out the District of Columbia’s Health Insurance Requirement Amendment Act of 2018 (by a recorded vote of 226 ayes to 189 noes, Roll No. 359); Pages H6537–38, H6551–52 Meadows amendment (No. 84 printed in H. Rept. 115–830) that prohibits Federal Funds from being used by the Office of Personnel Management to administer the Multi-State Plan program (by a recorded vote of 223 ayes to 192 noes, Roll No. 360); and Pages H6538–39, H6552"
17,CREC-2017-05-09-pt1-PgD510-4,1,"ministrator of the Western Area Power Administration to establish a pilot project to provide increased transparency for customers, S. 1012, to provide for drought preparedness measures in the State of New Mexico, S. 1029, to amend the Public Utility Regulatory Policies Act of 1978 to exempt certain small hydroelectric power projects that are applying for relicensing under the Federal Power Act from the licensing requirements of that Act, and S. 1030, to require the Federal Energy Regulatory Commission to submit to Congress a report on certain hydropower projects, 2:30 p.m., SD–366. Committee on Environment and Public Works: to hold hearings to examine state views on the need to modernize the Endangered Species Act, 10 a.m., SD–406. Committee on Foreign Relations: Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women’s Issues, to hold hearings to examine emerging external influences in the Western Hemisphere, 10 a.m., SD–419. Committee on Health, Education, Labor, and Pensions: business meeting to consider S. 934, to amend the Federal Food, Drug, and Cosmetic Act to revise and extend the user-fee programs for prescription drugs, medical devices, generic drugs, and biosimilar biological products, and S. 1028, to provide for the establishment and maintenance of a National Family Caregiving Strategy, 10 a.m.,"
18,CREC-2016-03-14-pt1-PgD248,1,"collectively known as the Members’ Congressional Handbook; and a resolution to amend the Committee regulations collectively known as the Committee Handbook, 10:30 a.m., 1310 Longworth. Committee on the Judiciary, March 16, Full Committee, markup on the ‘‘Refugee Program Integrity Restoration Act of 2016’’, 10 a.m., 2141 Rayburn. Committee on Natural Resources, March 16, Full Committee, markup on H.R. 87, the ‘‘Shiloh National Military Park Boundary Adjustment and Parker’s Crossroads Battlefield Designation Act’’; H.R. 295, to reauthorize the Historically Black Colleges and Universities Historic Preservation program; H.R. 329, the ‘‘Indian Employment, Training and Related Services Consolidation Act of 2015’’; H.R. 496, the ‘‘Alabama Hills National Scenic Area Establishment Act’’; H.R. 1621, to modify the boundary of Petersburg National Battlefield in the Commonwealth of Virginia, and for other purposes; H.R. 1838, the ‘‘Clear Creek National Recreation Area and Conservation Act’’; H.R. 2009, the ‘‘Pascua Yaqui Tribe Land Conveyance Act of 2015’’; H.R. 2733, the ‘‘Nevada Native Nations Land Act’’; H.R. 3070, the ‘‘EEZ Clarification Act’’; H.R. 3211, to provide for the addition of certain real property to the reservation of the Siletz Tribe in the State of Oregon; H.R. 3826, the ‘‘Mount Hood Cooper Spur Land Exchange Clarification Act’’; H.R. 4245, to exempt importation and exportation of sea urchins and sea cucumbers from licensing requirements under the Endangered Species Act of 1973; H.R. 4579, the ‘‘Utah Test and Training Range Encroachment Prevention and Temporary Closure Act’’; and H.R. 4680, to prepare the National Park Service for its Centennial in 2016 and for a second century of promoting and protecting the natural, historic, and cultural resources of our National Parks for the enjoyment of present and future generations, and for other purposes (continued), 10 a.m., 1324 Longworth. March 17, Subcommittee on Oversight and Investigations, hearing entitled ‘‘Implementation of the Department of the Interior’s Law Enforcement Records System’’, 9:30 a.m., 1324 Longworth. Committee on Oversight and Government Reform, March 16, Full Committee, hearing entitled ‘‘Rebuilding Afghanistan: Oversight of Defense Department Infrastructure Projects’’, 9 a.m., 2154 Rayburn. March 16, Subcommittee on Information Technology, hearing entitled ‘‘VA Cybersecurity and IT Oversight’’, 2 p.m., 2247 Rayburn. March 16, Subcommittee on the Interior; and Subcommittee on Health Care, Benefits and Administrative Rules, joint hearing entitled ‘‘Examining the Renewable Fuel Standard’’, 2 p.m., 2154 Rayburn. March 17, Full Committee, hearing entitled ‘‘Examining Federal Administration of the Safe Drinking Water Act in Flint, Michigan—Part III’’, 9 a.m., 2154 Rayburn. Committee on Rules, March 16, Full Committee, markup and hearing on a resolution authorizing the Speaker to SSpencer on DSK4SPTVN1PROD with DIGEST VerDate Sep 11 2014 05:59 Mar 15, 2016 Jkt 059060"
19,CREC-1995-05-09-pt1-PgD570,1,"Committee on House Oversight, to consider pending business, 10 a.m., 1310 Longworth. Committee on International Relations, to mark up H.R. 1562, Foreign Affairs Agencies Consolidation Act of 1995, 10:30 a.m., 2172 Rayburn. Committee on the Judiciary, Subcommittee on the Constitution, hearing on authorization and oversight of the Environment and Natural Resources Division of the Department of Justice, 10 a.m., 2237 Rayburn. Committee on Resources, to mark up the following bills: H.R. 39, Fishery Conservation and Management Amendments of 1995; H.R. 260, National Park System Reform Act of 1995; H.R. 1077, to authorize the Bureau of Land Management; and H.R. 1091, to improve the National Park System in the Commonwealth of Virginia, 11 a.m., and to hold a hearing on the Endangered Species Act, 2 p.m., 1324 Longworth. Subcommittee on Native American Affairs, hearing on H.R. 1448, to amend the Indian Child Welfare Act of 1978 to require that determinations regarding status as an Indian child and as a member of an Indian tribe be prospective from the date of birth of the child and of total membership of the member, 2 p.m., 1324 Longworth. Committee on Ways and Means, Subcommittee on Human Resources, hearing on Federal Adoption Policy, 11 a.m., B–318 Rayburn. Subcommittee on Oversight, hearing on the Research and Experimentation Tax Credit and the Allocation of Research Expenses Under Internal Revenue Code Section 861, 10 a.m., 1100 Longworth."
20,CREC-1995-06-21-pt1-PgD769,1,"(Committee meetings are open unless otherwise indicated) Senate Committee on Energy and Natural Resources, Subcommittee on Forests and Public Land Management, to hold hearings on S. 852, to provide for uniform management of livestock grazing on Federal land, 9:30 a.m., SD–366. Committee on Environment and Public Works, Subcommittee on Drinking Water, Fisheries, and Wildlife, to hold oversight hearings on the National Marine Fisheries Service policy on spills at Columbia River hydropower dams, gas bubble trauma in endangered salmon, and the scientific method used under the Endangered Species Act which gave rise to that policy, 10 a.m., SD–406. Committee on the Judiciary, business meeting, to consider pending calendar business, 10 a.m., SD–226. Committee on Labor and Human Resources, to continue oversight hearings on the Occupational Safety and Health Administration (OSHA), 9:30 a.m., SD–430. Committee on Indian Affairs, to hold joint hearings with the House Committee on Resources Subcommittee on Native American and Insular Affairs on S. 487, to amend the Indian Gaming Regulatory Act, 9:30 a.m., SD–G50."
21,CREC-2000-09-08-pt1-PgD880-4,1,"that authorize States to establish hunting seasons for double-crested cormorants; H.R. 3986, to provide for a study of the engineering feasibility of a water exchange in lieu of electrification of the Chandler Pumping Plant at Prosser Diversion Dam, Washington; H.R. 4020, Dillonwood Giant Sequoia Grove Park Expansion Act; H.R. 4503, Historically Women’s Public Colleges or Universities Historic Building Restoration and Preservation Act; H.R. 4613, National Historic Lighthouse Preservation Act of 2000; H.R. 4656, to authorize the Forest Service to convey certain lands in the Lake Tahoe Basin to the Washoe County School District for use as an elementary school site; H.R. 4721, to provide for all right, title, and interest in and to certain property in Washington County, Utah, to be vested in the United States; H.R. 4800, Ronald Reagan Recognition Act of 2000; H.R. 4828, Steens Mountain Wilderness Act of 2000; H.R. 5130, to authorize the Secretary of the Interior to provide cost sharing for the CALFED water enhancement programs in California; and a measure to provide incentives for Indian tribes to collect and pay lawfully imposed State sales taxes on goods sold on tribal lands and to provide for penalties against Indian tribes that do not collect and pay such State sales taxes, 11 a.m., 1324 Longworth. September 14, hearing on Endangered Species Act, 11 a.m., 3124 Longworth. September 14, Subcommittee on Forests and Forest Health, oversight hearing on Private Conservation Efforts: Lessons for National Forests, 11 a.m., 1334 Longworth."
22,CREC-2024-04-29-pt1-PgD409-3,1,"H. Res. 1173, providing for consideration of the bill (H.R. 615) to prohibit the Secretary of the Interior and the Secretary of Agriculture from prohibiting the use of lead ammunition or tackle on certain Federal land or water under the jurisdiction of the Secretary of the Interior and the Secretary of Agriculture, and for other purposes; providing for consideration of the bill (H.R. 2925) to amend the Omnibus Budget Reconciliation Act of 1993 to provide for security of tenure for use of mining claims for ancillary activities, and for other purposes; providing for consideration of the bill (H.R. 3195) to rescind Public Land Order 7917, to reinstate mineral leases and permits in the Superior National Forest, to ensure timely review of Mine Plans of Operations, and for other purposes; providing for consideration of the bill (H.R. 764) to require the Secretary of the Interior to reissue regulations removing the gray wolf from the list of endangered and threatened wildlife under the Endangered Species Act of 1973; providing for consideration of the bill (H.R. 3397) to require the Director of the Bureau of Land Management to withdraw a rule of the Bureau of Land Management relating to conservation and landscape health; providing for consideration of the bill (H.R. 6285) to ratify and approve all authorizations, permits, verifications, extensions, biological opinions, incidental take statements, and any other approvals or orders issued pursuant to Federal law necessary for the establishment and administration of the Coastal Plain oil and gas leasing program, and for other purposes; and providing for consideration of the bill (H.R. 6090) to provide for the consideration of a definition of antisemitism set forth by the International Holocaust Remembrance Alliance for the"
