GOID,Date,Topic
421817242,2001-08-08,2
421817627,2001-05-06,3
421818565,2003-10-22,3
421819294,2001-07-13,2
421820755,2001-07-12,5
421821595,2003-07-19,6
421822624,2003-07-18,5
421822657,2001-12-02,0
421822998,2001-09-10,3
421825113,2001-12-27,2
421825223,2003-08-23,5
421825836,2003-11-16,2
421826096,2003-08-29,5
421826917,2003-07-04,5
421827828,2003-11-15,2
421829285,2002-02-09,4
421833250,2003-08-20,2
421833458,2002-02-06,5
421833536,2003-10-14,1
421834119,2003-12-13,3
421838140,2003-09-07,4
421840282,2001-08-01,2
421840770,2003-11-07,5
421842140,2001-11-11,2
421842381,2003-08-07,3
421842728,2001-08-01,2
421844302,2003-12-07,8
421844563,2002-02-28,3
421844648,2003-10-06,5
421845551,2003-08-16,5
421847856,2003-12-15,0
421849421,2003-06-22,0
421849875,2004-03-15,1
421850324,2002-04-04,4
421853515,2003-10-08,3
421854049,2001-11-06,3
421855265,2003-08-06,2
421855982,2002-01-13,3
421860869,2004-01-02,5
421861544,2003-11-30,0
421862404,2003-12-26,2
421864373,2004-03-31,5
421864710,2002-02-10,0
421866990,2002-03-29,5
421868222,2003-11-25,0
421868839,2001-12-16,7
2272144555,2019-08-13,2
2272146653,2019-08-13,2
2272146674,2019-08-13,1
2272604527,2019-08-14,4
2273617949,2019-08-16,0
2274938578,2019-08-19,0
2277233913,2019-08-22,1
2278367268,2019-08-24,0
2280955710,2019-08-28,7
2280955776,2019-08-28,3
2282207932,2019-08-30,4
2282208312,2019-08-30,4
2282342662,2019-08-18,7
2282733956,2019-08-31,1
2284805719,2019-09-06,3
2285549358,2019-09-07,4
2286688303,2019-09-09,0
2286698486,2019-09-09,1
2287294782,2019-09-10,4
2287350078,2019-09-10,0
2289924229,2019-09-14,4
2290185351,2019-09-15,7
2290188538,2019-09-15,4
2291841568,2019-09-18,4
2294332965,2019-09-21,0
2295921625,2019-09-24,6
2297030964,2019-09-26,5
2297043064,2019-09-26,5
2298701182,2019-09-28,4
2298704016,2019-09-28,3
2300505425,2019-10-04,8
2301035565,2019-10-06,1
2305355947,2019-10-15,1
2307585349,2019-10-23,3
2307587349,2019-10-23,3
2309576012,2019-10-29,4
2311877580,2019-11-05,0
2313111419,2019-11-10,4
2315394930,2019-11-19,3
2315477269,2019-11-19,0
2316689863,2019-11-22,1
2319910150,2019-12-01,8
2320602949,2019-12-03,8
2322962461,2019-12-10,0
2323300364,2019-12-11,4
2327747763,2019-12-18,6
2329067843,2019-12-21,1
2330268323,2019-12-25,4
2331008584,2019-12-29,8
2331185929,2019-12-30,0
2331543689,2020-01-01,0
2336152143,2020-01-13,5
2341997168,2020-01-21,0
2346115819,2020-01-28,3
2352346820,2020-02-09,0
2353886315,2020-02-13,5
2353886319,2020-02-13,0
2356411425,2020-02-18,0
2364902371,2020-02-27,8
2377007349,2020-03-15,6
2387178467,2020-04-08,8
2388272662,2020-04-11,1
2388431873,2020-04-12,
2389103360,2020-04-14,3
2392217786,2020-04-21,4
2392874505,2020-04-22,4
2392878634,2020-04-22,
2395086911,2020-04-28,0
2400146358,2020-05-10,4
2400146359,2020-05-10,
2400879673,2020-05-12,5
2409449958,2020-06-05,4
2409479048,2020-06-05,4
2410029382,2020-06-08,4
2412671165,2020-06-14,6
2420026057,2020-07-06,4
2420033344,2020-07-06,3
2420464579,2020-07-07,6
2423824006,2020-07-15,8
2423856097,2020-07-15,
2424314572,2020-07-17,1
2424849769,2020-07-20,8
2430290701,2020-08-05,0
2440245855,2020-09-05,0
2440245895,2020-09-05,5
2444812759,2020-09-23,3
2445853152,2020-09-25,5
2445853167,2020-09-25,5
2447188614,2020-09-30,8
2448240868,2020-10-05,3
2449615503,2020-10-10,7
2451284765,2020-10-16,5
2453878451,2020-10-24,1
2455678514,2020-10-30,1
2455680257,2020-10-30,1
2455710164,2020-10-30,6
2456037063,2020-10-31,7
2456037102,2020-10-31,4
2456192329,2020-11-01,
2456192346,2020-11-01,
2456213463,2020-11-01,6
2456694319,2020-11-03,8
2458893102,2020-11-10,0
2460891078,2020-11-17,1
2461184654,2020-11-18,1
2467776872,2020-12-08,7
2470136205,2020-12-16,1
2470161804,2020-12-16,0
2470183150,2020-12-16,1
2470839252,2020-12-18,4
2471961311,2020-12-23,7
2472232571,2020-12-24,
2472748774,2020-12-27,7
2478179988,2021-01-16,4
2478289574,2021-01-17,
2479333049,2021-01-21,1
2479502323,2021-01-21,0
2480558970,2021-01-26,0
2480559024,2021-01-26,4
2490777564,2021-02-18,0
2491783957,2021-02-22,3
2493898775,2021-02-28,3
2494068184,2021-03-01,0
2495035670,2021-03-02,4
2495269046,2021-03-03,4
2496414260,2021-03-04,1
2496764425,2021-03-05,5
2496915277,2021-03-05,1
2496915480,2021-03-05,0
2496937242,2021-03-05,2
2497934240,2021-03-08,0
2501339599,2021-03-15,4
2501397285,2021-03-16,4
2506126726,2021-03-29,8
2506197428,2021-03-29,0
2507386783,2021-03-29,
2509464403,2021-03-29,
2513751400,2021-04-18,8
2532415400,2021-05-27,4
2535396326,2021-06-01,8
2535646935,2021-06-02,8
2537027780,2021-06-05,1
2537060889,2021-06-05,1
2537201320,2021-06-06,
2545859124,2021-06-29,5
2546422949,2021-06-30,0
2546769836,2021-06-30,5
2548321180,2021-07-05,8
2548937065,2021-07-07,1
2551393935,2021-07-14,0
2553132876,2021-07-20,3
2553440942,2021-07-21,5
2554184408,2021-07-23,8
2555257560,2021-07-27,7
2556172398,2021-07-30,0
2556594573,2021-07-31,8
2559549080,2021-08-10,0
2563604436,2021-08-24,0
2567810239,2021-09-01,1
2577251825,2021-09-29,0
2577582327,2021-09-30,0
2577619240,2021-09-30,0
2577619249,2021-09-30,2
2577639479,2021-09-30,0
2580633297,2021-10-11,4
2581131491,2021-10-13,8
2582906828,2021-10-19,2
2585001986,2021-10-24,4
2586332283,2021-10-27,4
2587588415,2021-10-29,1
2597402555,2021-11-15,0
2597620690,2021-11-16,0
2597971551,2021-11-17,0
2604699874,2021-12-01,8
2609900416,2021-12-15,3
2613702743,2021-12-26,8
2618807785,2022-01-12,0
2619347265,2022-01-14,0
2622890450,2022-01-27,3
2626095390,2022-02-07,3
2626645865,2022-02-09,
2627269674,2022-02-11,5
2627306737,2022-02-11,1
2628017425,2022-02-13,6
2630547628,2022-02-19,0
2630564268,2022-02-20,
2634290967,2022-03-01,0
2637914790,2022-03-11,0
2638202282,2022-03-12,1
2646063117,2022-04-02,8
2646874977,2022-04-05,6
2648623226,2022-04-10,6
2648623725,2022-04-10,1
2648795024,2022-04-11,3
2648802480,2022-04-10,0
2649168021,2022-04-12,3
2649168060,2022-04-12,
2649879012,2022-04-14,7
2653072174,2022-04-22,0
2653300320,2022-04-22,8
2653421174,2022-04-23,1
2659460172,2022-05-05,0
2663154206,2022-05-13,0
2664703304,2022-05-16,8
2666761730,2022-05-20,3
2670763538,2022-05-29,5
2676635453,2022-06-15,4
2676635462,2022-06-15,
2676765559,2022-06-16,0
2676765605,2022-06-16,4
2677352511,2022-06-17,4
2678157644,2022-06-19,4
2679033869,2022-06-22,0
2680020703,2022-06-24,1
2684857224,2022-07-06,5
2684857264,2022-07-06,2
2684887502,2022-07-06,6
2690047122,2022-07-16,5
2692489208,2022-07-22,7
2692570518,2022-07-22,4
2696541373,2022-07-31,5
2699016363,2022-08-06,4
2702388701,2022-08-16,0
2702628530,2022-08-16,4
2702711738,2022-08-16,
2703195162,2022-08-18,5
2703195187,2022-08-18,5
2703299434,2022-08-18,4
2713129425,2022-09-13,5
2713858443,2022-09-14,0
2715178876,2022-09-18,5
2716809392,2022-09-23,1
2721167659,2022-10-05,6
2723532711,2022-10-11,0
2727117056,2022-10-22,0
2728318926,2022-10-26,0
2728342612,2022-10-26,0
2728375429,2022-10-26,0
2729292111,2022-10-28,0
2731616452,2022-11-04,1
2733387668,2022-11-08,1
2733893336,2022-11-09,
2737315835,2022-11-18,0
2740786252,2022-11-29,3
2748090308,2022-12-09,1
2755982589,2022-12-21,1
2755985443,2022-12-20,4
2756010080,2022-12-21,4
2756552830,2022-12-22,0
2759133729,2022-12-30,0
276285002,2010-05-14,4
276531081,2010-05-15,4
2769538209,2023-01-26,1
2771842657,2023-02-03,5
2774028177,2023-02-08,1
2774744430,2023-02-10,3
2777534100,2023-02-18,0
2779497767,2023-02-24,0
2779644895,2023-02-25,0
2782849035,2023-03-05,1
2782860878,2023-03-06,1
2786680519,2023-03-15,3
2787058376,2023-03-16,5
2790716490,2023-03-26,5
2790716536,2023-03-26,0
2791065261,2023-03-27,0
2791076579,2023-03-27,8
2793301252,2023-04-01,5
2795865446,2023-04-06,0
2798489114,2023-04-10,3
2801868799,2023-04-17,4
2802235238,2023-04-18,4
280504819,1988-08-31,3
280508448,1988-09-22,6
280508745,1988-09-04,1
280513047,1988-09-28,2
280516009,1988-09-18,3
2805293307,2023-04-25,0
280540933,1988-08-12,2
280545952,1988-08-23,5
280546894,1988-09-28,5
280586901,1988-09-27,2
280613713,1988-12-23,3
280618596,1988-10-02,6
2806330505,2023-04-27,1
280649703,1988-09-15,0
280654064,1988-10-05,0
280689771,1989-02-21,3
280720888,1988-12-22,5
280736078,1989-04-01,7
280742833,1989-04-26,1
280750750,1989-04-10,1
280751893,1989-04-02,3
280759594,1989-08-16,2
280782432,1989-09-06,1
280789792,1989-08-04,2
280813019,1989-06-04,5
280815426,1989-05-21,2
280821684,1989-07-27,1
280829712,1989-11-07,4
280830786,1989-06-13,2
280833756,1989-05-02,5
280844959,1989-06-01,5
280849964,1989-11-30,3
280863370,1989-06-19,5
280865349,1989-08-18,3
280865973,1989-09-14,5
280886256,1989-10-26,0
280896750,1989-10-12,5
280906873,1989-06-26,3
280912917,1989-10-22,7
280914279,1989-09-03,1
280918272,1989-12-09,1
280926165,1989-11-14,5
280956224,1990-01-02,5
280960529,1990-06-27,1
280964384,1990-06-26,5
280966463,1989-10-19,2
280968424,1989-07-09,1
280973989,1990-06-12,8
280974111,1990-06-23,0
280990125,1990-06-19,5
281001639,1990-02-11,2
281007190,1990-03-29,1
281012248,1990-07-15,2
281037665,1990-07-04,5
281043288,1990-05-30,5
281044822,1990-07-01,8
281050150,1990-05-12,5
281051665,1990-04-05,3
281054930,1990-04-29,7
281056347,1990-04-15,0
281057378,1990-07-23,3
281058494,1990-04-18,5
281065736,1990-09-22,3
281066247,1990-08-09,2
281069886,1990-09-07,4
281071618,1990-06-22,5
281076613,1990-04-01,1
2810767772,2023-05-08,3
281078007,1990-07-15,2
281081430,1990-09-22,3
281082775,1990-08-09,2
281092797,1990-09-20,2
281092851,1990-05-20,4
281098373,1990-04-15,8
281098652,1990-05-18,2
281099907,1990-09-23,0
281101493,1990-09-19,5
281102511,1990-04-22,6
281104668,1990-10-24,2
281104783,1990-05-13,0
281105056,1990-09-29,2
281109048,1990-05-03,0
281111992,1990-05-22,8
281115574,1990-05-11,1
281123232,1990-05-12,8
281123918,1990-09-23,3
281130244,1990-06-11,2
281141699,1990-05-18,5
281142181,1990-05-18,2
281170283,1990-06-18,6
281177864,1990-07-25,3
281183776,1990-07-30,3
281195494,1990-11-15,7
281201785,1990-11-17,0
281203247,1990-06-07,2
281205745,1990-11-11,4
281207207,1990-11-26,2
281211053,1990-11-04,0
281213214,1991-03-24,6
281238321,1990-12-14,3
281242291,1991-03-05,5
281245705,1990-08-04,0
281253407,1991-04-21,0
281254848,1990-11-07,5
281262355,1991-05-25,1
281267505,1990-12-21,1
281268478,1990-12-22,6
281284941,1990-07-29,4
281288291,1990-12-16,8
281290881,1990-12-18,5
281301382,1991-06-18,7
281302466,1991-06-17,2
281307555,1991-04-11,3
281316225,1991-01-01,0
281322544,1991-06-26,5
281326027,1991-02-27,3
281328746,1991-04-23,5
281329928,1991-07-28,2
281345870,1991-05-11,0
281348305,1991-05-18,0
281348383,1991-07-28,1
281352200,1991-03-23,2
281353290,1991-07-21,0
281354326,1991-02-14,7
281360672,1991-07-14,7
281364410,1991-03-17,5
281367882,1991-06-17,5
281370559,1991-07-22,1
281385884,1991-07-12,5
281387009,1991-06-04,3
281388522,1991-06-04,5
281389351,1991-08-02,3
281390990,1991-03-05,3
281393328,1991-07-10,1
281394736,1991-07-09,2
281397091,1991-08-31,1
281399554,1991-08-31,5
281406231,1991-06-08,1
281408539,1991-04-03,1
281412235,1991-06-07,2
281412508,1991-08-31,5
281415227,1991-08-15,
281416910,1991-05-30,3
281420575,1991-05-31,3
281424193,1991-08-02,3
281424438,1991-05-26,6
281428824,1991-06-05,2
281435046,1991-05-14,0
281435549,1991-08-23,2
281439077,1991-11-10,5
281441810,1991-08-15,7
281448077,1991-06-16,3
281448162,1991-05-10,0
281448227,1991-07-25,4
281452894,1991-09-27,5
281455055,1991-08-02,2
281455975,1991-06-26,2
281458474,1991-06-25,0
281467303,1991-09-29,2
281468180,1991-06-12,0
281473180,1991-08-29,2
281474797,1991-05-06,8
281479027,1991-08-28,5
281481372,1991-10-22,4
281482671,1991-08-14,5
281483396,1991-09-28,2
281490053,1991-09-06,1
281490061,1991-10-02,3
281491325,1991-06-10,1
281491883,1991-11-19,7
281492303,1991-06-26,2
281492762,1991-11-25,3
281495397,1992-01-23,2
281498011,1991-09-22,1
281503461,1991-09-08,1
281503844,1992-02-19,4
281504201,1991-08-09,5
281507077,1992-01-29,8
281509938,1991-06-06,8
281511667,1991-11-10,0
281512121,1992-01-13,4
281513778,1991-09-02,1
281515378,1992-02-26,1
281518935,1992-01-10,1
281522993,1991-12-03,1
281525983,1992-01-17,3
281526299,1992-01-17,3
281527023,1992-02-14,3
281529036,1991-09-28,5
281533488,1992-05-26,2
281534993,1992-03-21,6
281540575,1992-04-07,3
281543510,1991-10-30,5
281550217,1992-05-21,5
281550878,1992-04-05,2
281553042,1991-10-13,3
281559695,1992-01-17,6
281567241,1991-10-11,0
281568707,1991-09-01,0
281579075,1992-02-07,3
281580307,1992-02-21,3
281582693,1991-10-06,7
281588609,1992-02-20,7
281591756,1992-03-24,3
281594599,1992-03-01,3
281597581,1992-03-26,4
281601866,1992-02-13,5
281607867,1991-12-12,6
281610215,1991-12-15,0
281612606,1992-03-27,
281620717,1991-11-26,5
281622175,1991-11-15,3
281624505,1992-05-07,5
281624630,1992-04-23,5
281624771,1992-04-23,6
281630332,1992-04-21,5
281630431,1991-12-31,2
281636867,1992-04-05,3
281637310,1992-05-21,8
281645931,1992-03-26,6
281648729,1992-04-08,5
281648887,1992-04-21,3
281648964,1992-05-15,1
281653614,1992-05-14,3
281654061,1992-05-14,5
281654296,1992-04-21,5
281656771,1992-06-13,1
281658874,1992-04-07,1
281659026,1992-04-12,2
281660766,1992-04-12,6
281661780,1992-05-07,
281662144,1992-02-13,2
281664675,1992-05-21,3
281666615,1992-08-07,2
281675752,1992-09-14,5
281676869,1992-05-14,6
281678557,1992-05-31,5
281678562,1992-02-09,3
281682875,1992-02-27,3
281683641,1992-05-29,6
281685507,1992-06-18,0
281687895,1992-10-12,2
281688041,1992-10-12,6
2816881340,2023-05-23,1
281688549,1992-10-12,6
281688712,1992-10-24,3
281691069,1992-05-27,0
281695900,1992-10-11,8
281697068,1992-06-14,4
281700297,1992-03-01,3
281706842,1992-05-24,6
281708987,1992-09-11,2
281712588,1992-06-02,5
281713106,1992-02-23,8
281714630,1992-10-29,6
281716003,1992-10-01,0
281718691,1992-05-21,
281720693,1992-04-19,8
281721243,1992-10-07,8
281722898,1992-06-14,2
281723289,1992-05-06,1
281724208,1992-05-30,4
281724308,1992-05-30,0
281726720,1992-10-26,6
281728368,1992-10-02,2
281730483,1992-07-23,7
281735280,1992-07-24,0
281740602,1992-12-31,2
281747965,1992-09-15,5
281749862,1992-08-08,2
281753636,1992-06-02,4
281754031,1992-05-09,5
281754452,1992-09-24,1
281755904,1992-12-16,1
281758311,1992-06-04,1
281758564,1992-08-11,5
281772750,1992-02-07,7
281775230,1992-10-11,0
281777696,1992-11-17,3
281778972,1992-08-19,5
281780273,1992-08-04,8
281781054,1992-12-06,7
281781114,1992-09-15,8
281787252,1992-04-26,
281787431,1992-09-26,7
281788618,1992-09-27,1
281793278,1992-08-14,2
281793370,1992-12-31,2
281796465,1992-09-15,3
281799830,1992-10-11,7
281800747,1992-12-28,1
281801797,1992-08-08,5
281806759,1992-12-27,3
281808289,1992-03-08,2
281813410,1992-12-21,1
281814076,1992-12-20,6
281814675,1992-10-25,6
281814959,1992-09-06,1
281817260,1993-01-03,1
281817427,1992-10-24,2
281817966,1993-02-06,1
281820535,1992-11-06,8
281824421,1993-03-28,3
281825179,1992-08-08,3
281826558,1992-12-21,1
281827053,1992-10-21,4
281828637,1992-11-29,1
281835131,1992-09-20,2
281835400,1993-03-10,5
281839208,1992-11-29,8
281841683,1992-12-20,2
281841810,1992-12-20,3
281842600,1992-12-31,5
281842621,1992-03-27,5
281842662,1992-12-07,5
281842763,1992-10-18,3
281843856,1993-01-09,2
281851713,1992-12-29,3
2818548370,2023-05-25,0
281856358,1992-09-14,6
281862479,1993-02-23,1
281863015,1993-02-19,4
281864189,1992-10-27,6
281868566,1992-10-27,2
281868739,1992-10-27,5
281870521,1993-02-17,5
281870572,1992-09-16,5
281871737,1993-02-17,6
281874794,1993-01-28,2
281877427,1993-02-17,6
281878297,1993-01-22,4
281878432,1993-01-20,1
281880803,1993-02-11,5
281881771,1993-01-15,5
281883093,1993-02-15,2
281888223,1993-02-13,2
281892171,1993-02-27,5
281895784,1993-01-13,3
281899742,1993-03-25,3
281900334,1993-03-25,2
281900419,1993-02-04,3
281901701,1993-02-11,6
281904616,1993-03-29,2
281906234,1993-03-07,2
281907450,1993-01-11,2
281909200,1993-03-28,3
281910424,1993-02-27,3
281911126,1993-01-10,7
281914248,1993-02-24,8
281916326,1993-01-23,2
281916498,1993-02-09,2
281917622,1993-02-26,2
281917790,1993-02-26,1
281922142,1993-02-25,1
281923863,1993-03-23,8
281928023,1993-03-02,3
281928690,1993-03-28,3
281930814,1993-04-22,2
281933599,1993-03-26,1
281938107,1993-04-25,4
281940046,1993-08-10,7
281950021,1993-03-26,1
281954237,1993-08-12,5
281959859,1993-02-20,8
281961234,1993-04-27,4
281963118,1993-08-08,6
281968917,1993-04-11,1
281969212,1993-02-28,1
281971762,1993-02-28,1
281971826,1992-12-31,2
281972022,1993-03-21,5
281974093,1993-03-21,3
281978046,1993-03-25,5
281981280,1993-05-18,6
281981456,1993-03-24,5
281981696,1993-03-08,1
281983181,1993-07-21,5
281986904,1993-07-11,3
281988463,1993-03-18,1
281990820,1993-04-23,5
281991524,1993-04-11,2
281992918,1993-04-01,5
281998837,1993-05-10,4
282001280,1993-02-25,1
282001940,1993-03-25,5
282002899,1993-05-09,7
282005647,1993-09-30,5
282006825,1993-05-26,0
282009885,1993-05-14,1
282010098,1993-03-17,1
282011132,1993-03-17,5
282012653,1993-05-05,0
282013649,1993-08-15,0
282014424,1993-03-05,5
282014506,1993-03-05,3
282015238,1993-03-14,1
282015278,1993-07-29,6
282015512,1993-07-29,6
282015793,1993-07-29,6
282015971,1993-04-05,3
282016823,1993-04-01,1
282017071,1993-04-01,1
282017399,1993-04-18,2
282018546,1993-04-01,1
282018622,1993-08-03,5
282025536,1993-03-15,2
282027945,1993-04-16,2
282028495,1993-04-16,1
282028723,1993-04-29,5
282033205,1993-04-02,5
282035532,1993-06-26,3
282035703,1993-11-03,3
282036629,1993-07-25,7
282041372,1993-04-22,5
282041736,1993-10-12,5
282045155,1993-04-22,2
282048053,1993-11-28,2
282048460,1993-08-22,6
282050396,1993-07-30,6
282052409,1993-10-06,3
282053581,1993-04-02,5
282054539,1993-04-06,5
282058050,1993-04-18,2
282060644,1993-04-17,2
282061232,1993-04-17,0
282063799,1993-04-11,
282066136,1993-05-15,5
282067668,1993-08-01,3
282072246,1993-04-01,5
282075488,1993-05-16,1
2820797826,2023-05-30,8
2820873829,2023-05-31,8
282095023,1993-10-07,1
282095823,1993-04-11,3
282095878,1993-06-20,
282101620,1993-08-01,6
282104155,1993-11-11,5
282104878,1993-12-05,3
282105810,1993-10-17,0
282106057,1993-12-09,5
282108359,1993-08-26,5
282110133,1993-11-11,
282113758,1993-07-25,7
282114488,1993-07-30,6
282115451,1993-11-16,1
282119264,1993-11-07,8
282121945,1993-10-09,2
282125643,1993-07-01,3
282127576,1993-11-22,0
282129656,1993-06-09,5
282130415,1993-10-22,8
282134226,1993-12-17,1
282136869,1993-10-03,7
282137655,1993-12-16,3
282138151,1993-10-22,6
282138375,1994-01-03,1
282139250,1994-01-08,3
282139659,1993-10-02,8
282141300,1993-12-14,1
2821498845,2023-06-02,7
282166837,1993-07-10,5
282173759,1993-10-02,5
282176314,1994-02-06,0
282177088,1994-02-06,3
282177904,1993-12-29,2
2821779482,2023-06-03,5
282180447,1993-12-07,3
282187336,1993-12-12,2
282194548,1994-03-20,1
282199254,1994-02-08,3
282199920,1994-05-27,2
282203570,1994-03-16,8
282205008,1994-03-30,1
282209319,1994-02-09,5
282210418,1993-12-15,3
282210754,1994-04-20,5
282221505,1994-04-19,7
282228218,1994-02-06,3
282230232,1994-04-02,3
282230633,1994-03-04,2
282236087,1994-01-12,3
282239371,1994-06-01,5
282242032,1994-05-20,2
282245407,1994-05-04,3
282245456,1994-03-05,3
282248738,1993-12-14,1
282254725,1994-06-24,5
282258658,1994-07-04,2
282265612,1994-05-13,0
282266439,1993-11-07,6
282269518,1994-04-24,8
282271835,1994-05-04,1
282272322,1994-05-03,1
282280505,1994-06-16,7
282284742,1994-06-07,2
282291292,1994-04-24,7
282295173,1994-06-03,5
282297285,1994-07-17,2
282304232,1994-06-30,1
282305361,1994-05-08,3
282307563,1994-07-31,3
282311355,1994-05-03,5
282312960,1994-06-26,6
282314034,1994-05-01,4
282318478,1994-07-11,6
282319638,1994-05-29,4
282331488,1994-07-15,5
282334009,1994-08-28,6
282336987,1994-06-19,5
282337113,1994-07-11,1
282340527,1994-07-10,2
282344690,1994-07-10,0
282345419,1994-07-01,2
282347011,1994-08-30,6
282349306,1994-06-16,7
282351422,1994-06-15,2
282357283,1994-06-02,5
282358249,1994-06-10,3
282362257,1994-07-31,7
282366258,1988-02-03,0
282368520,1994-08-25,5
282383748,1988-05-29,7
282384321,1994-08-12,5
282395415,1994-08-15,3
282401472,1988-02-09,3
282421207,1988-07-17,0
282423662,1988-01-17,7
282428511,1988-04-13,1
282429053,1988-04-13,0
282451421,1988-02-27,0
282458937,1988-06-12,0
282491483,1988-07-29,2
282500484,1988-10-19,0
282517999,1988-12-26,0
282522323,1989-03-17,1
2825337291,2023-06-14,3
282570106,1989-07-23,3
282597995,1989-04-27,1
282604475,1989-06-16,5
282610037,1988-11-27,1
282610082,1988-12-26,
282614739,1989-06-14,2
282625338,1988-12-18,0
282628455,1989-08-16,2
282635774,1989-06-13,2
282635947,1989-08-13,0
282654071,1989-04-09,3
282675110,1989-03-28,2
282684384,1989-04-16,4
282695897,1989-03-12,0
282699984,1990-01-07,0
282700408,1990-05-20,0
282719275,1990-05-04,2
282724567,1989-04-16,3
282739350,1990-06-20,1
282749002,1990-05-24,2
282752436,1990-06-01,0
282759428,1990-05-17,2
282764916,1990-01-28,4
282767911,1990-05-12,1
282776373,1990-04-17,4
282779013,1990-04-14,3
282779848,1990-07-21,8
282786143,1990-06-27,5
282802580,1990-06-23,1
282803769,1990-03-16,2
2828104508,2023-06-22,8
2828158469,2023-06-22,1
282819911,1990-10-21,1
282824827,1990-04-07,4
2828266640,2023-06-22,1
282835113,1990-05-22,1
282856687,1990-05-15,2
282858573,1990-06-08,1
282862669,1990-05-30,6
282863556,1990-06-18,0
282886383,1991-05-26,1
282913440,1991-05-14,6
282934607,1990-07-01,0
2829358557,2023-06-26,0
282941398,1990-08-27,2
282955653,1991-03-23,4
282973277,1990-11-07,2
282992443,1990-09-20,7
283000983,1991-05-24,2
283002978,1990-10-01,8
283008147,1991-06-27,3
283026732,1990-10-20,2
283039641,1991-02-17,1
283049012,1991-03-10,0
283050011,1991-05-18,
283065125,1991-01-20,0
283065364,1991-06-27,0
283086835,1991-04-27,1
283093211,1991-06-09,0
283103063,1991-03-08,1
283105540,1991-06-18,2
283116893,1991-04-26,0
283120081,1991-12-17,0
283137325,1991-09-29,2
283141429,1992-05-14,5
283142239,1991-04-17,2
283144796,1991-05-25,5
283154638,1992-05-31,0
283164347,1991-12-15,0
283164859,1991-04-03,1
283166949,1991-07-24,0
283174639,1992-05-20,4
283176089,1992-05-18,4
283178249,1991-05-12,7
283183820,1991-10-02,1
2831916070,2023-07-02,8
283192151,1992-01-01,0
283196898,1992-05-11,1
283223485,1992-07-27,6
283224658,1992-06-12,4
283228057,1992-06-13,1
283232749,1992-05-27,2
283233701,1992-06-13,2
283243578,1992-05-23,6
283249431,1992-05-22,2
283258577,1991-05-12,1
283258735,1992-09-29,2
283259407,1992-02-21,2
283259450,1992-05-15,1
283259554,1992-03-26,1
283265945,1992-08-09,2
283273411,1992-09-15,3
283274556,1991-12-04,4
283278029,1992-02-10,2
283292545,1992-09-20,2
283293705,1992-08-07,2
283300485,1992-07-11,8
283303667,1992-10-25,6
283305831,1992-04-29,0
283308708,1992-06-11,2
283310234,1992-10-01,2
283312091,1992-09-10,0
283314726,1992-06-02,4
283317253,1992-09-16,0
283324698,1992-12-06,7
283333370,1992-10-31,2
2833393401,2023-07-06,0
283340142,1992-11-16,0
283357070,1992-12-16,1
283372981,1992-05-30,5
283377285,1993-01-27,0
283378674,1991-11-19,5
283380864,1992-10-01,4
283386023,1993-01-03,4
283395191,1992-10-25,4
283400819,1992-12-21,4
283401463,1993-02-06,7
283403684,1993-01-29,6
283404630,1992-01-21,8
283407469,1993-01-21,0
283412296,1993-03-11,0
283415369,1992-06-07,
283420306,1992-10-15,4
283420392,1993-01-02,0
283426384,1993-02-06,
283430023,1993-03-07,7
283433789,1993-04-17,0
283435665,1993-02-28,3
283437663,1993-02-17,2
283438534,1993-03-04,1
283452144,1992-09-29,2
283452309,1993-02-22,0
283461398,1993-03-14,1
283461584,1993-04-16,2
283462763,1993-03-21,6
283467929,1993-05-23,0
283475229,1993-04-02,8
283480815,1993-03-23,6
283482971,1993-05-17,8
283483387,1993-03-06,6
283484361,1993-05-17,8
283499718,1993-04-30,4
283499975,1993-06-27,3
283500554,1993-03-28,5
283501758,1993-03-28,1
283514434,1993-02-23,4
283516762,1993-02-23,1
283524234,1993-10-12,0
283527966,1993-05-12,0
283538639,1993-09-07,8
283539341,1993-08-15,0
283552266,1993-03-26,3
283559803,1993-08-02,2
283573469,1993-07-17,0
283582352,1993-09-22,3
283582481,1993-07-02,3
283599045,1993-08-01,1
283602382,1993-09-06,8
283605440,1993-10-04,0
283614419,1993-12-11,3
283625755,1993-11-12,4
283627473,1993-12-26,2
283637345,1993-12-06,4
283643070,1993-12-29,0
283651152,1994-02-16,2
283668126,1994-02-06,7
283668352,1993-12-12,1
283674292,1994-02-16,1
283678516,1994-01-30,1
283680300,1993-12-06,
283686833,1994-07-06,5
283692841,1994-07-04,5
283694601,1994-03-03,1
283701207,1994-02-15,0
283709282,1994-01-03,2
283711598,1994-09-02,2
283717668,1994-02-06,2
283721858,1994-08-23,8
283735747,1994-09-24,2
283768872,1994-05-30,0
283774830,1994-06-30,1
283774976,1994-06-16,5
283777993,1994-06-15,2
283778044,1994-05-10,2
283779940,1994-09-06,7
283781018,1994-03-01,0
283785826,1994-10-27,4
283785911,1994-09-30,8
283789468,1994-03-13,2
283791144,1994-05-05,0
283795869,1994-06-06,6
283834595,1995-01-07,6
421868933,2004-03-26,1
421869724,2003-07-14,2
421870020,2004-03-30,6
421870619,2002-07-24,3
421871949,2004-03-24,3
421872614,2002-07-15,4
421874924,2002-02-26,1
421875294,2002-07-15,8
421875917,2004-01-18,8
421876573,2003-11-28,0
